mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	2/2	1	0						firstMeasure	2
2	2	0	4/2	2	0							3
3	3	0	4/2	2	0							4
4	4	0	4/2	2	0							5
5	5	0	4/2	2	0							6
6	6	0	4/2	2	0							7
7	7	0	4/2	2	0							8
8	8	0	4/2	2	0							9
9	9	0	4/2	2	0							10
10	10	0	4/2	2	0							11
11	11	0	4/2	2	0							12
12	12	0	4/2	2	0							13
13	13	0	4/2	2	0							14
14	14	0	4/2	2	0							15
15	15	0	4/2	2	0				double			16
16	16	0	4/2	2	0							17
17	17	0	4/2	2	0							18
18	18	0	4/2	2	0							19
19	19	0	4/2	2	0							20
20	20	0	4/2	2	0							21
21	21	0	4/2	2	0							22
22	22	0	4/2	2	0							23
23	23	0	4/2	2	0							24
24	24	0	4/2	2	0							25
25	25	0	4/2	2	0							26
26	26	0	4/2	2	0							27
27	27	0	4/2	2	0							28
28	28	0	4/2	2	0							29
29	29	0	4/2	2	0							30
30	30	0	4/2	2	0							31
31	31	0	4/2	2	0							32
32	32	0	4/2	2	0							33
33	33	0	4/2	2	0				double			34
34	34	-1	4/2	2	0							35
35	35	-1	4/2	2	0							36
36	36	-1	4/2	2	0							37
37	37	-1	4/2	2	0							38
38	38	-1	4/2	2	0							39
39	39	-1	4/2	2	0							40
40	40	-1	4/2	2	0							41
41	41	-1	4/2	2	0							42
42	42	-1	4/2	2	0							43
43	43	0	4/2	2	0							44
44	44	0	4/2	2	0							45
45	45	0	4/2	2	0							46
46	46	0	4/2	2	0							47
47	47	0	4/2	2	0							48
48	48	0	4/2	2	0							49
49	49	0	4/2	2	0							50
50	50	0	4/2	2	0							51
51	51	0	4/2	2	0							52
52	52	0	4/2	2	0							53
53	53	0	4/2	2	0							54
54	54	0	4/2	2	0							55
55	55	0	4/2	2	0							56
56	56	0	4/2	2	0							57
57	57	0	4/2	2	0							58
58	58	0	4/2	2	0							59
59	59	0	4/2	2	0							60
60	60	0	4/2	2	0							61
61	61	0	2/2	1	0				double			62
62	62	0	6/2	3	0							63
63	63	0	6/2	3	0							64
64	64	0	6/2	3	0							65
65	65	0	6/2	3	0							66
66	66	0	6/2	3	0							67
67	67	0	6/2	3	0							68
68	68	0	6/2	3	0							69
69	69	0	3/2	3/2	0							70
70	70	0	4/2	2	0							71
71	71	0	4/2	2	0							72
72	72	0	4/2	2	0							73
73	73	0	4/2	2	0							74
74	74	0	4/2	2	0							75
75	75	0	4/2	2	0							76
76	76	0	4/2	2	0							77
77	77	0	4/2	2	0							78
78	78	0	4/2	2	0							79
79	79	0	2/2	1	0							80
80	80	0	6/2	3	0							81
81	81	0	6/2	3	0							82
82	82	0	6/2	3	0							83
83	83	0	6/2	3	0							84
84	84	0	3/2	3/2	0							85
85	85	0	4/2	2	0							86
86	86	0	4/2	2	0							87
87	87	0	4/2	2	0							88
88	88	0	4/2	2	0							89
89	89	0	4/2	2	0							90
90	90	0	4/2	2	0							91
91	91	0	4/2	2	0							92
92	92	-1	4/2	2	0							93
93	93	-1	4/2	2	0							94
94	94	-1	4/2	2	0							95
95	95	-1	4/2	2	0							96
96	96	-1	4/2	2	0							97
97	97	-1	4/2	2	0							98
98	98	-1	4/2	2	0							99
99	99	-1	4/2	2	0							100
100	100	-1	4/2	2	0							101
101	101	-1	4/2	2	0							102
102	102	-1	4/2	2	0							103
103	103	-1	4/2	2	0							104
104	104	-1	4/2	2	0							105
105	105	-1	4/2	2	0							106
106	106	-1	4/2	2	0							107
107	107	-1	4/2	2	0							108
108	108	-1	4/2	2	0							109
109	109	-1	4/2	2	0							110
110	110	-1	4/2	2	0							111
111	111	-1	4/2	2	0							112
112	112	0	4/2	2	0							113
113	113	0	4/2	2	0							114
114	114	0	4/2	2	0							115
115	115	0	4/2	2	0							116
116	116	0	4/2	2	0							117
117	117	0	4/2	2	0							118
118	118	0	4/2	2	0							119
119	119	0	4/2	2	0							120
120	120	0	4/2	2	0							121
121	121	0	4/2	2	0							122
122	122	0	4/2	2	0							123
123	123	0	4/2	2	0							124
124	124	0	4/2	2	0							125
125	125	0	4/2	2	0							126
126	126	0	4/2	2	0							127
127	127	0	4/2	2	0							128
128	128	-1	4/2	2	0							129
129	129	-1	4/2	2	0							130
130	130	-1	4/2	2	0							131
131	131	-1	4/2	2	0							132
132	132	-1	4/2	2	0							133
133	133	-1	4/2	2	0							134
134	134	-1	4/2	2	0							135
135	135	-1	4/2	2	0							136
136	136	-1	4/2	2	0							137
137	137	-1	4/2	2	0							138
138	138	-1	4/2	2	0							139
139	139	-1	4/2	2	0							140
140	140	-1	4/2	2	0							141
141	141	-1	4/2	2	0							142
142	142	-1	4/2	2	0							143
143	143	-1	4/2	2	0							144
144	144	-1	4/2	2	0							145
